subject_id,year_in_study,record_date,aerobic_duration,aerobic_pace,aerobic_frequency,walk_without_leash,walk_duration,walk_pace,walk_frequency,walk_reason_bathroom,walk_reason_general_enjoyment,walk_reason_training,walk_reason_other_specify,fetch_games_frequency
grlsLGPFD7MM,0,2013-02,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Average,Once or twice/week,0,0,1,,Frequently
grlsLGPFD7MM,2,2015-05,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,10-30 minutes,Average,Once/day,0,0,1,,Frequently
grlsLHAFNENN,0,2014-11,,,,0,30-60 minutes,Average,Once/day,0,1,1,,Occasionally
grlsLHAFNENN,1,2015-11,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Occasionally
grlsLHAFNENN,2,2016-10,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Never
grlsLHBQV33,0,2014-10,,,,0,30-60 minutes,Brisk,Once/day,1,1,0,,Occasionally
grlsLHBQV33,1,2015-10,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Occasionally
grlsLHBQV33,2,2016-11,,,,0,10-30 minutes,Brisk,Once/day,0,1,0,,Occasionally
grlsLHK47WWW,0,2012-11,,,,0,10-30 minutes,Average,More than once a day,1,1,1,,Occasionally
grlsLHK47WWW,1,2013-12,,,,0,10-30 minutes,Average,More than once a day,1,1,1,,Frequently
grlsLHK47WWW,2,2015-03,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Average,More than once a day,1,1,1,,Frequently
grlsLIEKQXGG,0,2014-09,,,,0,10-30 minutes,Average,Once/day,0,1,1,,Frequently
grlsLIEKQXGG,1,2015-10,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsLIEKQXGG,2,2016-09,,,,0,Less than 10 minutes,Average,Once/day,0,1,0,,Frequently
grlsLIIB3JNN,0,2015-01,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,10-30 minutes,Average,Once/day,0,1,1,,Frequently
grlsLIIB3JNN,1,2015-10,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Brisk,Once/day,1,1,1,,Frequently
grlsLIIB3JNN,2,2016-09,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,10-30 minutes,Brisk,Once or twice/week,0,1,1,,Frequently
grlsLIS29PP,0,2014-10,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grlsLIS29PP,1,2015-11,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grlsLIS29PP,2,2016-11,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grlsLJ2VI277,0,2014-08,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grlsLJ2VI277,1,2015-08,,,,0,30-60 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsLJ2VI277,2,2016-08,,,,0,30-60 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsLJDEKJ44,0,2014-05,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Average,More than once a day,0,1,0,,Occasionally
grlsLJDEKJ44,1,2015-06,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Average,More than once a day,0,1,0,,Frequently
grlsLJDEKJ44,2,2016-06,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Brisk,More than once a day,1,1,0,,Frequently
grlsLJOFHK66,0,2014-04,,,,0,30-60 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsLJOFHK66,1,2015-05,,,,0,,,Never,0,0,0,,Frequently
grlsLJOFHK66,2,2016-06,,,,0,10-30 minutes,Jog,Less than once/month,0,0,1,,Frequently
grlsLJPZ38GG,0,2012-11,,,,0,30-60 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsLJPZ38GG,1,2013-09,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsLJPZ38GG,2,2014-11,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grlsLK1QBDD,0,2014-08,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,Less than 10 minutes,Average,More than once a day,1,0,0,,Frequently
grlsLK1QBDD,1,2015-09,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,Less than 10 minutes,Average,Once/day,1,0,0,,Frequently
grlsLK1QBDD,2,2016-10,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,Less than 10 minutes,Average,Less than once/month,0,1,0,,Frequently
grlsLKJCPSS,0,2013-11,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grlsLKJCPSS,1,2014-12,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grlsLKJCPSS,2,2015-12,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grlsLLH2XVSS,0,2014-10,,,,0,Greater than 60 minutes,Brisk,More than once a day,0,1,0,,Occasionally
grlsLLH2XVSS,1,2016-03,,,,0,10-30 minutes,Brisk,More than once a day,0,1,1,,Occasionally
grlsLLH2XVSS,2,2016-12,,,,0,10-30 minutes,Brisk,Once/day,0,1,0,,Occasionally
grlsLLJFP811,0,2012-11,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Brisk,More than once a day,0,1,1,,Frequently
grlsLLJFP811,1,2013-10,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Average,More than once a day,1,1,1,social interaction,Frequently
grlsLLJFP811,2,2014-10,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Average,More than once a day,1,1,1,Socializing,Frequently
grlsLLM6JK33,0,2014-10,,,,0,10-30 minutes,Brisk,Less than once/week,0,1,0,,Occasionally
grlsLLM6JK33,1,2015-11,Less than 10 minutes,Bursts of exercise less than 30% of the time,Less than once/month,1,30-60 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grlsLLM6JK33,2,2016-11,10-30 minutes,Bursts of exercise less than 30% of the time,Less than once/week,1,30-60 minutes,Brisk,Less than once/week,0,1,0,,Occasionally
grlsLM0V30LL,0,2014-10,,,,0,10-30 minutes,Brisk,Once/day,1,1,1,,Occasionally
grlsLM0V30LL,1,2015-12,,,,0,10-30 minutes,Brisk,Once/day,1,1,1,,Occasionally
grlsLM0V30LL,2,2017-01,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grlsLM4J9PII,0,2012-05,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Average,More than once a day,0,0,1,,Frequently
grlsLM4J9PII,1,2014-10,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Slow,Less than once/week,1,0,0,,Frequently
grlsLMEPJC99,0,2013-02,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Less than once/week,1,10-30 minutes,Average,Once/day,1,1,0,,Frequently
grlsLMEPJC99,1,2015-03,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Less than once/month,1,30-60 minutes,Brisk,Less than once/week,0,1,0,,Occasionally
grlsLMEPJC99,2,2016-03,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,Once or twice/week,0,1,0,,Occasionally
grlsLMEV166,0,2013-04,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Once or twice/week,0,0,1,,Frequently
grlsLMEV166,1,2014-10,10-30 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,1,30-60 minutes,Average,Less than once/month,0,1,0,,Occasionally
grlsLMFO85WW,0,2012-11,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,10-30 minutes,Average,More than once a day,1,1,1,,Occasionally
grlsLMFO85WW,1,2013-11,,,,0,Less than 10 minutes,Average,More than once a day,1,0,0,,Frequently
grlsLMFO85WW,2,2014-11,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Less than 10 minutes,Average,More than once a day,0,0,1,,Frequently
grlsLMT31QII,0,2014-11,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,30-60 minutes,Slow,Once/day,0,1,0,,Frequently
grlsLMT31QII,1,2015-11,,,,0,Greater than 60 minutes,Average,Once/day,0,1,0,,Occasionally
grlsLN8NVXX,0,2014-01,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,Less than once/week,0,1,0,,Frequently
grlsLN8NVXX,1,2015-01,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,10-30 minutes,Average,Less than once/week,0,1,0,,Frequently
grlsLN8NVXX,2,2016-02,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsLO4BVHRR,0,2012-12,,,,0,30-60 minutes,Average,Once/day,0,1,1,,Frequently
grlsLO4BVHRR,1,2013-11,,,,0,10-30 minutes,Brisk,Once/day,0,1,0,,Occasionally
grlsLO4BVHRR,2,2014-12,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Never
grlsLOD261WW,0,2014-10,,,,0,10-30 minutes,Average,More than once a day,0,0,1,,Frequently
grlsLOD261WW,1,2015-10,30-60 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,30-60 minutes,Brisk,More than once a day,0,1,1,,Frequently
grlsLOD261WW,2,2016-11,,,,0,30-60 minutes,Brisk,More than once a day,0,1,1,,Frequently
grlsLOMQBXZZ,0,2014-09,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Once or twice/week,0,0,1,,Frequently
grlsLOMQBXZZ,1,2015-10,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsLOMQBXZZ,2,2016-10,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Average,Once or twice/week,0,0,1,,Occasionally
grlsLON5DWWW,0,2013-01,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsLON5DWWW,1,2014-03,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,10-30 minutes,Brisk,Once or twice/week,1,1,0,,Frequently
grlsLON5DWWW,2,2015-04,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,10-30 minutes,Average,Once/day,1,1,0,,Frequently
grlsLOQKSV,0,2013-08,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Frequently
grlsLOQKSV,1,2014-08,Less than 10 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,30-60 minutes,Brisk,Once or twice/week,0,1,0,,Occasionally
grlsLOQKSV,2,2015-11,Less than 10 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,30-60 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grlsLP1FORDD,0,2014-01,,,,0,30-60 minutes,Brisk,More than once a day,1,1,1,,Frequently
grlsLP1FORDD,1,2015-10,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,More than once a day,0,1,0,,Occasionally
grlsLP1FORDD,2,2016-09,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,More than once a day,0,1,0,,Occasionally
grlsLP468HQQ,0,2012-11,,,,0,10-30 minutes,Slow,Less than once/week,0,0,1,,Occasionally
grlsLP468HQQ,1,2013-11,,,,0,Less than 10 minutes,Average,Less than once/week,1,0,1,,Frequently
grlsLP468HQQ,2,2014-11,,,,0,Less than 10 minutes,Slow,Once or twice/week,1,0,1,,Occasionally
grlsLPHY9WW,0,2014-09,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Occasionally
grlsLPHY9WW,1,2015-10,,,,0,30-60 minutes,Average,More than once a day,0,1,0,,Frequently
grlsLPJ4PKTT,0,2014-09,,,,0,10-30 minutes,Average,More than once a day,1,1,0,,Frequently
grlsLPJ4PKTT,1,2015-12,,,,0,10-30 minutes,Brisk,More than once a day,1,1,0,,Frequently
grlsLPJ4PKTT,2,2017-02,,,,0,10-30 minutes,Average,More than once a day,1,1,0,,Frequently
grlsLQB8A0FF,0,2014-09,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Average,Once/day,0,1,1,,Occasionally
grlsLQK0BOJJ,0,2013-08,,,,0,30-60 minutes,Average,Once/day,0,1,1,,Frequently
grlsLQK0BOJJ,1,2014-08,,,,0,10-30 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsLQK0BOJJ,2,2015-08,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,Once/day,0,1,0,,Occasionally
grlsLQKQCJZZ,0,2014-10,,,,0,10-30 minutes,Average,More than once a day,1,1,0,,Occasionally
grlsLQKQCJZZ,1,2015-12,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grlsLQKQCJZZ,2,2016-11,,,,0,Less than 10 minutes,Average,More than once a day,1,1,0,,Occasionally
grlsLS9QDI55,0,2013-03,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,Greater than 60 minutes,Brisk,Once/day,0,1,1,,Frequently
grlsLS9QDI55,1,2014-02,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,Greater than 60 minutes,Brisk,Once/day,0,1,1,,Frequently
grlsLS9QDI55,2,2015-03,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,Greater than 60 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsLSYOPJRR,0,2014-09,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Average,Once/day,0,1,1,,Frequently
grlsLSYOPJRR,1,2015-12,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Less than 10 minutes,Average,Once/day,0,1,0,,Frequently
grlsLSYOPJRR,2,2017-02,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Less than 10 minutes,Average,Less than once/week,0,0,1,,Frequently
grlsLT1SZEDD,0,2013-03,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Brisk,Once/day,0,1,1,,Occasionally
grlsLT1SZEDD,1,2014-12,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Average,Once/day,0,0,0,to reach off leash area,Occasionally
grlsLT1SZEDD,2,2016-01,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,30-60 minutes,Brisk,More than once a day,0,1,0,,Occasionally
grlsLTJ1MUBB,0,2014-08,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grlsLTJ1MUBB,1,2015-08,,,,0,10-30 minutes,Average,Less than once/week,0,1,0,,Occasionally
grlsLTJ1MUBB,2,2016-09,,,,0,30-60 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grlsLTT9QPPP,0,2014-01,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Frequently
grlsLTT9QPPP,1,2015-09,,,,0,10-30 minutes,Average,Once or twice/week,0,0,1,,Frequently
grlsLTT9QPPP,2,2016-09,,,,0,30-60 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsLUSXUFJJ,0,2014-06,,,,0,10-30 minutes,Brisk,More than once a day,0,0,1,,Occasionally
grlsLUSXUFJJ,1,2015-08,,,,0,10-30 minutes,Brisk,Once/day,0,1,0,,Occasionally
grlsLUSXUFJJ,2,2016-11,,,,0,10-30 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsLV3DSCLL,0,2013-01,,,,0,10-30 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsLV3DSCLL,2,2015-04,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grlsLV9OWVAA,0,2014-05,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,10-30 minutes,Average,Less than once/month,0,0,1,,Occasionally
grlsLVQBYXX,0,2014-12,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsLVQBYXX,1,2015-11,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grlsLVQBYXX,2,2016-11,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grlsLVQJRFVV,0,2014-04,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsLVQJRFVV,1,2015-04,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,More than once a day,0,1,0,,Occasionally
grlsLWNTFXTT,0,2014-06,,,,0,10-30 minutes,Average,More than once a day,1,1,0,,Occasionally
grlsLWNTFXTT,1,2015-06,,,,0,10-30 minutes,Brisk,More than once a day,1,1,0,,Occasionally
grlsLWNTFXTT,2,2016-06,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,30-60 minutes,Average,More than once a day,1,1,0,,Occasionally
grlsLWV4E5QQ,0,2014-07,,,,0,10-30 minutes,Average,More than once a day,0,1,0,,Frequently
grlsLWV4E5QQ,1,2015-07,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grlsLWV4E5QQ,2,2016-07,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grlsLWVGDNDD,0,2014-10,30-60 minutes,Bursts of exercise less than 30% of the time,Once/day,1,30-60 minutes,Brisk,More than once a day,0,1,0,,Never
grlsLWVGDNDD,1,2015-10,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,1,30-60 minutes,Average,More than once a day,0,1,0,,Frequently
grlsLWVGDNDD,2,2016-10,30-60 minutes,Bursts of exercise less than 30% of the time,Once/day,1,30-60 minutes,Average,Once/day,0,1,0,,Frequently
grlsLX1TK8RR,0,2014-05,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsLX1TK8RR,1,2015-06,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,1,10-30 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsLX1TK8RR,2,2016-06,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsLXIGOT44,0,2014-04,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,Greater than 60 minutes,Average,Once/day,0,1,0,,Occasionally
grlsLXIGOT44,1,2015-04,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Brisk,Once/day,0,1,0,,Occasionally
grlsLXIGOT44,2,2016-05,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Less than 10 minutes,Brisk,Once/day,0,1,0,,Occasionally
grlsLXV06P11,0,2014-11,,,,0,10-30 minutes,Average,More than once a day,1,1,1,,Frequently
grlsLXV06P11,1,2015-12,,,,0,10-30 minutes,Average,More than once a day,1,1,1,,Frequently
grlsLXV06P11,2,2017-01,,,,0,10-30 minutes,Brisk,More than once a day,1,1,1,,Occasionally
grlsLYXE35WW,0,2014-09,,,,0,10-30 minutes,Brisk,More than once a day,1,1,1,,Frequently
grlsLYXE35WW,1,2015-08,,,,0,10-30 minutes,Brisk,More than once a day,1,1,1,,Frequently
grlsLYXE35WW,2,2016-09,,,,0,10-30 minutes,Brisk,More than once a day,1,1,1,,Frequently
grlsLZCMH0KK,0,2013-03,,,,0,10-30 minutes,Brisk,Once/day,0,1,1,,Frequently
grlsLZCMH0KK,1,2014-01,,,,0,10-30 minutes,Brisk,Once or twice/week,0,1,0,,Occasionally
grlsLZCMH0KK,2,2015-02,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,More than once a day,0,1,0,,Occasionally
grlsLZHJ6B33,0,2013-11,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Frequently
grlsLZHJ6B33,1,2014-12,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Frequently
grlsLZHJ6B33,2,2015-12,,,,0,30-60 minutes,Slow,Once/day,0,1,0,,Frequently
grlsLZT0WVYY,0,2014-05,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Frequently
grlsLZT0WVYY,1,2015-06,,,,0,30-60 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grlsLZT0WVYY,2,2016-07,,,,0,30-60 minutes,Brisk,More than once a day,0,1,0,,Occasionally
grlsM0N38MNN,0,2015-01,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Greater than 60 minutes,Average,More than once a day,0,1,0,,Occasionally
grlsM0N38MNN,1,2016-02,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Average,Once/day,0,1,1,,Occasionally
grlsM0N38MNN,2,2017-03,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,30-60 minutes,Average,Once/day,0,1,1,,Frequently
grlsM14NP0PP,0,2013-11,,,,0,10-30 minutes,Average,More than once a day,1,1,0,,Frequently
grlsM14NP0PP,1,2014-11,,,,0,10-30 minutes,Average,More than once a day,1,1,0,,Occasionally
grlsM14NP0PP,2,2015-11,,,,0,10-30 minutes,Average,More than once a day,1,1,0,,Occasionally
grlsM1IE4PUU,0,2014-10,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grlsM1IE4PUU,1,2015-10,,,,0,Less than 10 minutes,Average,Once/day,0,1,0,,Occasionally
grlsM1IE4PUU,2,2016-10,,,,0,30-60 minutes,Average,Less than once/week,0,0,0,Therapy work,Occasionally
grlsM1KYBISS,0,2014-05,,,,0,10-30 minutes,Brisk,Once/day,0,1,1,,Frequently
grlsM1KYBISS,1,2015-05,,,,0,10-30 minutes,Brisk,Once/day,0,1,1,,Frequently
grlsM1KYBISS,2,2016-05,,,,0,10-30 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsM1PFTO77,0,2015-01,,,,0,10-30 minutes,Brisk,More than once a day,1,1,1,,Occasionally
grlsM1PFTO77,1,2016-01,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,More than once a day,1,1,1,,Frequently
grlsM1PFTO77,2,2017-01,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,More than once a day,1,1,1,,Frequently
grlsM1TR82,0,2014-11,,,,0,10-30 minutes,Average,More than once a day,0,1,0,,Frequently
grlsM1TR82,2,2017-02,,,,0,,,Never,0,0,0,,Never
grlsM21R3M55,0,2015-01,,,,0,10-30 minutes,Average,More than once a day,1,1,1,,Frequently
grlsM21R3M55,1,2016-01,,,,0,10-30 minutes,Average,More than once a day,1,1,1,,Frequently
grlsM21R3M55,2,2017-01,,,,0,10-30 minutes,Average,More than once a day,1,1,1,,Frequently
grlsM2CKJCVV,0,2013-08,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,30-60 minutes,Brisk,Less than once/month,0,1,0,,Frequently
grlsM2CKJCVV,1,2014-09,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,30-60 minutes,Brisk,Less than once/week,0,1,0,,Frequently
grlsM2CKJCVV,2,2015-08,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,30-60 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsM2WNE1LL,0,2014-11,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,Less than 10 minutes,Brisk,Less than once/month,0,0,1,going somehwhere where a leash is needed,Frequently
grlsM2WNE1LL,1,2015-11,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,Less than 10 minutes,Average,Less than once/month,0,0,0,"regular excercise retrieving in yard, full speed, so leash is just for public areas, dog events, etc.",Frequently
grlsM2WNE1LL,2,2016-12,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,Less than 10 minutes,Average,Less than once/month,1,0,1,traveling somewhere they have to be on leash,Frequently
grlsM48OPWGG,0,2013-06,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsM48OPWGG,1,2014-07,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Occasionally
grlsM48OPWGG,2,2015-07,,,,0,30-60 minutes,Brisk,More than once a day,0,1,0,,Occasionally
grlsM4LD0UU,0,2014-08,,,,0,10-30 minutes,Brisk,More than once a day,1,1,1,,Frequently
grlsM4THSXHH,0,2014-08,,,,0,Less than 10 minutes,Average,Less than once/month,0,1,0,,Frequently
grlsM4THSXHH,1,2015-07,,,,0,Less than 10 minutes,Average,Less than once/month,0,0,0,get mail up street,Occasionally
grlsM4THSXHH,2,2016-07,,,,0,Less than 10 minutes,Average,Once/day,0,1,0,,Occasionally
grlsM4XBMROO,0,2014-06,,,,0,Greater than 60 minutes,Average,More than once a day,1,1,1,Exercise,Occasionally
grlsM4XBMROO,1,2015-06,,,,0,10-30 minutes,Average,Once/day,1,1,1,,Occasionally
grlsM4XBMROO,2,2016-08,,,,0,10-30 minutes,Average,Once/day,1,1,0,,Occasionally
grlsM5FXIJDD,0,2013-04,,,,0,10-30 minutes,Brisk,More than once a day,1,1,0,,Frequently
grlsM5FXIJDD,1,2014-05,,,,0,10-30 minutes,Average,More than once a day,0,1,0,,Frequently
grlsM5FXIJDD,2,2015-05,,,,0,10-30 minutes,Average,More than once a day,1,1,0,,Occasionally
grlsM5PCGBQQ,0,2013-04,,,,0,10-30 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsM5PCGBQQ,1,2014-02,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grlsM5PCGBQQ,2,2015-05,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Frequently
grlsM5R5TQNN,0,2014-12,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,10-30 minutes,Average,Once/day,1,0,0,,Occasionally
